,churn,User_Id,State,Account_Length,Area_Code,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Agitation_Level
190,0,d70414cf-39e9-4077-afc4-ae35637a5427,CO,107,415,0,0,0,133.8,85,180.5,94,112.2,115,8.9,4,0,42
191,0,b36396c1-3bf9-4cf1-a68b-338877584b1e,TX,130,415,0,0,0,176.9,109,90.7,104,238.0,69,9.5,2,1,56
192,0,3e50145f-c02b-4f6e-80d1-fa5e8a728c1f,KY,80,408,0,0,0,209.9,74,195.1,77,208.2,119,8.8,4,2,28
193,0,23814342-0fa1-47ac-afc1-0a4c82acb81a,MT,94,415,0,0,0,137.5,118,203.2,88,150.0,131,13.4,2,0,60
194,0,e2e5c5ab-11e4-4a63-be60-4b50726059a0,OK,118,408,0,1,23,289.5,52,166.6,111,119.1,88,9.5,4,1,188
195,0,fbb56b32-778f-415c-a7ca-8c62f821fd87,MD,117,415,0,1,23,198.1,86,177.0,86,180.5,92,6.8,6,1,27
196,0,0e63bf07-6ae3-4ce8-b76b-ea02c0cc2c39,TN,78,415,0,0,0,149.7,119,182.2,115,261.5,126,9.7,8,0,11
197,1,4b95de0c-84c1-4062-85ec-464b6aafe677,TX,208,510,0,0,0,326.5,67,176.3,113,181.7,102,10.7,6,2,191
198,1,35770282-65b0-4530-8f4f-4fa7044e2d8d,ME,131,510,1,1,26,292.9,101,199.7,97,255.3,127,13.8,7,4,197
199,0,8243659e-97cf-4f3f-9ff8-469d0bd02b31,DC,63,408,0,0,0,83.0,64,177.0,106,245.7,89,13.0,3,0,188
200,0,651609d2-4f12-4cee-a706-9df7dca8c9f5,MN,53,415,0,1,24,145.7,146,220.5,136,249.9,96,13.1,5,3,7
201,0,23a1a962-97df-4338-bc6e-3edc4d4c5f0c,DE,62,408,0,0,0,182.3,101,328.2,93,245.0,131,11.2,1,2,75
202,0,73b1495d-4872-4c0b-9a8a-cb9124fc65e1,MD,97,415,0,0,0,218.0,86,184.0,94,240.5,110,6.4,8,3,123
203,0,3bd476ab-10d4-4027-b0d9-39397ef7662d,MI,105,510,0,0,0,140.6,109,178.6,51,217.0,83,6.8,3,2,186
204,0,5058e29d-f61e-4e7c-9a43-0c93c40261ef,WA,157,415,0,0,0,152.7,105,257.5,80,198.1,93,9.4,4,1,66
205,0,6b7fc708-bf71-441c-b134-01991dd193cf,MO,66,415,0,1,36,106.7,76,209.8,77,190.4,117,12.1,2,1,121
206,0,6d1e1f08-c1ff-4bdb-9d29-613f27c1d7ea,IN,122,415,0,0,0,243.8,98,83.9,72,179.8,84,13.7,8,2,38
207,0,e546b522-602a-4a3c-ac6b-37543e3b8702,OR,38,415,0,0,0,194.4,94,186.7,95,223.3,90,10.8,5,3,48
208,0,45ba374f-bc35-4f66-a938-387629673d8c,MD,106,510,0,0,0,213.9,95,151.9,70,260.1,124,12.2,5,3,118
209,0,b855b600-07b3-4c51-972d-b94dc48f4286,RI,99,510,0,0,0,217.2,112,246.7,89,226.1,89,15.8,7,3,127
210,0,c9c3a9b0-c8cb-4046-841d-19942a7a1c66,LA,99,415,0,0,0,241.1,72,155.6,98,188.2,109,11.6,10,1,106
211,0,5699c147-18ee-46e8-bac6-58780cfdc19b,AZ,144,510,1,0,0,203.5,100,247.6,103,194.3,94,11.9,11,0,25
212,0,fd953d26-89bd-4987-858d-3797fe079ee3,PA,82,415,0,1,24,155.2,131,244.5,106,122.4,68,10.7,3,1,95
213,0,81e99566-ba30-4f8b-be7f-620e33418f8c,AZ,86,408,0,1,31,167.6,139,113.0,118,246.9,121,12.2,6,1,125
214,1,2604909f-2701-4be0-a9ad-67f6ef0bd023,FL,70,510,1,0,0,226.7,98,228.1,115,73.2,93,17.6,4,2,172
215,0,04592526-418f-4003-a772-7de2940302a1,LA,93,415,0,0,0,179.3,93,178.6,98,225.2,131,11.5,6,3,120
216,0,2f598032-6ebd-4e80-96ca-b9c1872aa8f5,FL,93,415,0,0,0,151.4,89,186.4,76,172.5,120,10.9,3,0,44
217,0,6bd8c1d9-0563-431d-8bb3-64422460807e,FL,120,415,0,0,0,180.0,80,224.2,82,265.4,91,4.7,7,3,24
218,1,99007fa1-2f6d-42b8-941b-2926afb72aa1,MD,136,415,0,0,0,250.2,121,267.1,118,151.0,114,13.0,2,1,187
219,0,09f3c61f-5024-437b-8760-da45b5a8e68a,AL,106,415,0,0,0,223.0,121,110.1,98,188.7,107,7.1,12,0,57
220,0,f5afbfb1-8d3c-4988-afb9-4918db08aaaa,WA,81,415,0,0,0,183.6,116,152.6,98,212.2,99,12.2,6,3,56
221,0,51f626ad-0726-4432-9654-671989aebc21,TN,127,408,0,1,22,166.0,114,174.5,103,244.9,68,10.2,6,1,118
222,0,f264390d-878f-43c2-bd57-d95128369774,MS,65,415,0,0,0,136.1,112,272.9,96,220.2,104,4.4,2,1,16
223,0,dbdc2865-ef78-4a12-ae7c-26eb9e57446e,ME,35,408,0,0,0,149.3,113,242.2,122,174.3,104,8.9,6,2,112
224,0,410d04b7-d87d-428d-af5d-65df9c31b1ff,OK,88,408,0,0,0,65.4,97,168.2,76,236.0,113,13.8,1,2,119
225,0,f9c01d8f-ef15-4b90-b6dd-45f0a13b65be,IN,65,415,0,0,0,213.4,111,234.5,94,250.1,123,2.7,4,1,19
226,0,591761ef-5bad-46cd-9034-9880b1a94cad,MO,123,415,0,0,0,206.9,85,244.7,78,221.5,136,7.7,2,3,181
227,0,0dfa8b95-9b82-44fe-80b8-4dcc9cd105a0,IA,126,408,0,1,27,186.2,78,189.6,83,76.5,139,9.6,3,2,179
228,0,dfc622e9-5c74-44c7-b6e6-31b4360fd33b,VA,104,415,0,1,23,280.2,136,220.5,92,136.9,102,13.3,3,4,121
229,0,3b27d8b3-4340-4499-be2c-80a64c701d25,KY,45,415,0,1,22,196.6,84,313.2,92,163.3,108,11.9,3,0,69
230,1,f564b06a-6798-440c-98b7-db3ee6b73e09,MD,93,408,1,0,0,312.0,109,129.4,100,217.6,74,10.5,2,0,33
231,0,45a9f9ac-67d6-4f55-9cc0-56eb87b99088,OH,63,415,1,1,36,199.0,110,291.3,111,197.6,92,11.0,6,1,117
232,0,7d3ac100-02c5-47ac-865d-39e977be8c50,OK,100,415,0,0,0,203.1,96,217.0,126,180.9,122,13.5,2,3,130
233,0,08b58426-d273-4378-b8f9-2ab4defdcc12,NV,53,415,0,0,0,168.8,97,220.3,87,154.3,113,10.9,2,0,186
234,0,a19104e2-e0ce-4f58-8b1a-d1b0765f6283,ID,92,415,1,0,0,173.1,140,240.3,105,233.2,117,9.0,5,1,184
235,1,7e28f917-e9f9-4bf8-a2f1-25c3335ace5e,MN,139,510,0,0,0,134.4,106,211.3,98,193.6,125,10.2,2,5,53
236,0,7405eb25-e647-4b75-bbe2-311de1e20f3c,SD,110,408,0,1,40,202.6,103,118.8,128,234.9,98,9.0,9,2,77
237,0,e2b596dd-7e07-4d45-8fe5-b89d7fd9ca2a,IL,110,408,0,0,0,74.5,117,200.8,98,192.2,101,9.8,7,3,185
238,0,8a1e77bf-a9e3-41a9-bfc0-cce7bfee7587,WY,215,510,0,0,0,83.6,148,120.9,91,226.6,110,10.7,9,0,94
239,0,b1c09715-0a54-41e7-9bb0-b14e345b25fa,AL,73,415,0,0,0,192.2,86,168.6,116,139.8,87,9.4,6,1,124
240,0,c4eb27dc-09bc-42b6-bee5-953eab26adc5,NJ,138,510,0,0,0,220.2,89,88.3,125,195.3,79,12.9,5,0,170
241,1,cf4b79e9-dd22-4208-8b81-b8390eea414c,NV,137,415,1,0,0,135.1,95,134.1,102,223.1,81,12.3,2,2,183
242,0,488651d1-c55c-42ef-8933-692d2b7009bf,IN,36,415,0,0,0,253.4,77,182.4,151,275.8,103,8.4,2,1,6
243,0,35833727-eb4a-4389-98cc-7e9c80c05c35,WV,85,408,0,0,0,225.0,81,176.9,63,194.3,110,7.1,2,3,40
244,1,7473f737-cd52-4b93-baa9-7e3e0bb09726,VA,108,408,0,0,0,198.5,99,267.8,60,354.9,75,9.4,3,0,37
245,0,98ca25e3-c416-4cbb-9e00-56ef359bc66c,SC,22,408,0,0,0,110.3,107,166.5,93,202.3,96,9.5,5,0,100
246,0,3a019fb4-1d6a-47d0-af2b-024c9d40c3a3,RI,107,415,0,1,37,60.0,102,102.2,80,261.8,106,11.1,3,0,105
247,0,acc73eb1-fc6e-4da4-aef9-4107c01f46ef,IN,51,510,0,0,0,214.8,94,149.7,58,283.4,66,10.2,5,0,155
248,0,b18dd925-9cf7-43c6-a4dc-3216ca4f701b,AZ,94,408,0,0,0,181.8,85,202.4,98,245.9,97,9.2,2,4,81
249,0,26e6934c-0071-44fe-a965-c42dea41b32f,NM,119,510,0,1,23,154.0,114,278.0,137,228.4,112,11.8,4,2,43
250,1,16f92829-4dff-4759-b385-d7b0155eaf98,OR,33,415,0,1,29,157.4,99,117.9,80,279.2,79,13.9,11,4,45
251,0,6b2ddde4-955f-40d3-80a6-860902e96b27,NJ,106,415,0,0,0,207.9,91,172.0,109,191.8,143,14.4,7,4,15
252,0,c2f25272-fd38-4750-ae9b-38b7b7bbabfc,MS,82,408,0,0,0,207.0,90,232.9,83,172.4,108,9.1,8,3,99
253,0,b456da95-3f73-4e0c-9294-de2bf2cd6a36,MI,86,510,0,1,41,119.0,101,230.0,134,236.9,58,9.5,3,0,177
254,0,6036a7f3-d3cd-4594-a2e7-bbaf9d898ae4,TX,97,415,1,0,0,143.7,117,273.0,82,178.3,81,10.9,3,0,134
255,0,434b45a7-78e1-4810-a92c-4a0b3b822f12,FL,106,408,0,1,32,165.9,126,216.5,93,173.1,86,14.1,8,4,85
256,0,b348b3ee-83e7-48c4-a5bd-a5d15dbbd9b6,DC,108,510,0,0,0,138.6,122,172.3,117,231.6,92,9.8,3,1,89
257,0,35bb47a9-d666-4f23-9c8d-5c6ee2a345af,TX,114,415,0,0,0,84.7,118,249.9,86,193.4,95,14.5,8,1,163
258,1,8e229599-f720-4175-b78b-83e1fe0c0245,KS,92,408,1,0,0,62.6,111,180.6,126,221.7,80,10.4,2,1,21
259,0,d8291e54-432b-4fba-b6cc-7805bee3bed0,UT,59,510,0,0,0,155.2,79,235.3,123,169.4,80,8.7,4,1,104
260,0,cc416911-2d5f-48a3-9bc9-a0967b6292e2,MN,24,510,0,1,25,164.9,110,209.3,105,231.2,55,6.7,9,1,175
261,0,e2fd98c1-4a5c-461d-a9db-caaaaa43105d,IL,151,408,0,0,0,134.5,88,143.1,112,223.9,61,15.4,1,1,81
262,0,e771535a-4c71-4a77-bf5f-c8122c0cc0f7,NM,117,415,0,0,0,143.3,103,211.3,108,185.2,96,11.5,3,1,15
263,0,78838722-87c2-4270-b654-8dde52aa7e69,SC,78,510,0,0,0,168.3,110,221.2,73,241.0,136,12.5,1,1,82
264,0,53758fd4-42a0-471c-b214-9ccfcc8b25d6,NC,155,408,0,0,0,262.4,55,194.6,113,146.5,85,8.3,6,2,102
265,0,348ea360-4a4e-4e04-afa0-612b364dc139,WV,114,510,0,1,30,206.2,79,260.0,91,291.6,83,11.4,6,1,78
266,0,297c6fa2-1b08-43b5-9713-398f7e58f371,RI,114,510,0,1,28,225.8,94,193.0,117,232.4,100,8.4,9,4,62
267,0,17571d1b-bf7f-4f7b-9b40-a7fe3bb2f0fb,NH,119,408,0,0,0,138.3,89,170.5,78,263.9,98,13.5,6,3,100
268,0,ae0f003d-f37c-4f60-a1bf-473aa7f6c353,MO,64,510,0,1,48,94.4,104,136.2,101,147.4,89,4.5,4,0,197
269,0,87dbc0ef-67ba-4786-82bb-950f4d42d753,MA,118,408,1,0,0,160.0,123,175.4,96,184.8,99,9.9,3,2,151
270,0,e4846af4-cd01-4410-aece-dfda69c5d94d,PA,101,415,0,0,0,206.6,105,224.9,117,249.9,100,14.6,3,0,130
271,0,5edb2508-3a12-4506-b899-a05804f31fd8,OK,117,415,0,0,0,134.7,121,180.0,83,200.9,104,7.7,3,1,44
272,0,b8b2c64b-d794-496d-a941-efaaa2306a0c,AL,49,415,0,1,28,214.4,78,235.2,100,206.2,107,8.0,13,3,120
273,0,132825bc-1e96-4745-92be-b3f1d1b9bb90,WY,139,415,0,0,0,192.8,104,234.4,96,203.2,101,13.0,3,3,59
274,0,f35c2dc5-27d5-4818-bff2-7343e90f35f2,PA,92,408,0,1,28,151.1,90,194.8,79,239.2,114,10.0,3,1,13
275,0,c35ef9c8-e64e-41d7-be71-4921978c5648,WA,83,415,0,0,0,221.4,103,231.8,103,122.5,100,9.8,5,3,147
276,0,7055ddc5-24e6-4871-b311-cdd52fd40950,HI,148,510,1,0,0,218.9,88,208.0,85,203.3,99,11.1,4,0,112
277,1,8354c059-4ddd-410f-a36d-98e8cdc095ac,SD,144,408,0,1,48,189.8,96,123.4,67,214.2,106,6.5,2,2,168
278,0,e0679367-46c2-46fb-9278-0f363ae3b787,AL,131,415,0,1,25,192.7,85,225.9,105,254.2,59,10.9,6,2,154
279,0,c52face5-c982-4b6b-a598-5f5ba95e9ba2,VT,146,510,1,0,0,204.4,135,219.1,90,222.7,114,10.5,6,3,162
280,0,1be4e813-339a-4344-8d3a-f0dd40e464b3,MT,143,415,0,0,0,172.3,97,174.0,108,188.2,119,13.0,4,2,172
281,0,a6c4d686-05bf-404f-86bf-c9f313184525,MN,81,415,0,0,0,198.4,93,210.9,108,193.3,71,10.4,6,2,168
282,0,27b2da3f-5561-4059-8958-a3acbd3c7a09,AK,48,415,0,1,37,211.7,115,159.9,84,144.1,80,12.2,1,1,41
283,0,8b36f7b6-88d2-4d33-a76e-19153a1116ac,MI,86,415,0,1,28,221.6,74,288.4,100,240.3,105,9.0,2,1,79
284,0,6d00f927-95f7-415e-8038-693307d81543,DE,71,415,0,0,0,197.9,108,181.5,109,281.4,56,6.7,5,3,154
285,0,616db207-898e-4361-bdba-fc045de339dd,SD,145,408,0,1,24,147.5,90,175.7,108,252.1,102,15.6,3,2,187
286,0,caa1843b-9066-4d5f-8ffd-8965698c99ec,MI,137,510,0,0,0,206.4,122,128.0,102,194.5,84,8.8,5,2,99
287,0,66d1cb19-4766-4134-93be-699a78becd22,KS,137,408,0,0,0,205.9,88,209.3,86,289.9,84,14.5,4,2,196
288,0,f9ef51df-525b-4dcb-a90a-1fd6053acaf0,AL,167,510,0,0,0,207.6,88,132.4,63,255.2,98,14.1,5,0,131
289,1,15743f94-c0f7-4b55-b315-77f36ea9be74,OK,89,510,0,0,0,303.9,95,260.9,114,312.1,89,5.3,3,1,43
290,0,4a29db90-e322-4d6e-8b60-bd1480380349,CT,199,415,0,1,34,230.6,121,219.4,99,299.3,94,8.0,2,0,98
291,0,0cf7f7bc-3c85-46bc-812b-58851f55eb52,NE,132,510,0,0,0,99.5,110,129.1,80,125.1,124,9.7,3,0,19
292,0,5f543557-9518-4229-b7d8-116025a9bc32,WI,94,510,0,0,0,177.1,112,194.0,112,146.7,108,5.9,4,1,92
293,1,d5ce607d-2d77-4673-b4e6-0dde1a693517,CT,96,415,0,1,37,172.7,93,120.1,116,216.1,86,10.3,5,5,97
294,0,a9ede37e-52ce-4dd5-b3cc-26242205fd4d,WI,96,510,0,1,18,172.7,86,133.4,113,259.5,70,9.8,3,1,78
295,0,c8791456-0774-407a-be78-d887d3602c9b,IN,166,510,0,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1,21
296,0,95a16097-dd3e-4684-8408-cca8e2cb4dbd,DC,74,415,0,0,0,85.7,83,247.7,67,142.4,85,10.1,5,2,85
297,0,b4e9aaab-8a47-44ef-af89-d8f31eda72c6,AR,36,415,0,0,0,157.6,117,184.3,58,240.4,99,11.9,1,0,144
298,0,e0b7299b-e1d1-492a-a637-8ba9b36e103f,ME,113,415,0,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4,19
299,0,3f1adb84-6c24-4192-ad0f-cbec193b8d60,MN,94,415,0,0,0,181.5,98,199.9,88,287.7,114,6.6,5,1,23
300,0,242ba2fa-0216-4f6f-bdab-613c40c4ab73,MD,67,415,0,0,0,171.7,80,110.4,81,195.4,111,11.9,4,2,18
301,1,203b5da2-72ff-4991-a90f-70457168d883,FL,127,415,0,0,0,266.6,106,264.8,168,207.2,119,5.9,2,1,162
302,1,10339d14-b156-4573-9dc8-b034552bb88c,RI,121,408,0,0,0,170.4,108,350.5,68,297.0,87,11.2,3,0,135
303,0,d9ed5b32-1ee7-449c-85a6-08b37e8bce45,IA,158,415,0,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1,38
304,0,32a6218b-ad57-4f6b-b798-ae73c2e053c8,AZ,136,510,0,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1,53
305,0,42a97cbf-394b-48f8-9b44-cb4bfac82701,MO,196,415,0,0,0,234.0,109,249.5,114,173.1,70,9.1,5,2,117
306,1,bb174b7f-598b-49af-862f-98ca25c4c313,VT,113,415,0,0,0,272.1,111,268.5,118,213.8,105,8.5,10,1,149
307,1,8f133dbf-b007-488a-8d42-efedaea31185,IN,122,408,0,0,0,296.4,99,214.8,89,133.9,107,11.4,3,4,125
308,0,56834b57-2635-4833-a615-5eaaf4df3485,RI,112,510,0,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0,187
309,0,79c6db40-b260-4cc0-b098-155777bc2a81,SD,209,415,0,0,0,227.2,128,258.4,92,183.5,74,8.9,4,3,113
310,1,37a71bf3-28e0-48e2-bdf7-870e9d2aac57,MN,62,415,0,0,0,248.7,109,220.0,118,265.7,78,13.2,2,1,26
311,0,cdc04894-3ad9-4905-9924-8aaf5a23a954,TX,110,415,0,1,38,236.3,102,195.9,112,183.5,82,9.7,6,1,147
312,0,7d42ee9d-8663-4985-b047-29155c2d1d3e,VA,16,510,0,0,0,205.6,69,169.5,93,220.1,64,10.9,3,0,115
313,0,6db61f28-f230-4141-8f39-f7d990deeba2,MA,73,408,0,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0,174
314,0,9c1f0219-e466-472f-ac49-053395352513,ID,128,408,0,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0,90
315,0,78705ead-f9bc-4f2f-8dd7-3395e70a91e2,MA,39,408,0,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1,112
316,0,10e3ab04-df68-4778-94a7-bd6bddb5d4ca,GA,103,415,0,1,28,121.0,105,270.4,100,160.5,76,7.7,4,2,194
317,0,e62a802f-5d06-4e66-a4de-973cae03674c,RI,119,415,0,1,29,117.8,66,256.8,114,147.6,76,7.6,3,3,168
318,0,f4597739-519c-4d87-985c-64e9540d30bd,ID,173,510,0,1,21,232.4,96,211.9,118,273.0,102,5.0,5,3,166
319,1,bdef01dd-7b2e-4f9a-a38c-22ae66a45416,SD,128,510,1,1,32,223.5,81,188.8,74,154.9,101,9.4,2,2,59
320,0,45245c90-a2ce-474d-98c3-478f845cf78e,MA,86,510,0,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0,11
321,0,9be03700-0629-4035-91ad-dd3d18696282,WY,114,415,0,1,32,125.2,79,177.8,105,232.4,89,12.9,3,1,134
322,0,b7d3a91c-ed72-4966-980c-2b878655f9d9,VA,104,408,0,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0,6
323,0,4583906c-fb69-4d03-9a97-626b78fe578c,OR,148,415,0,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1,144
324,0,4de8b92c-2496-4b1c-aa78-cfbec12cbc4b,VA,129,408,0,0,0,207.0,91,154.9,121,245.1,112,13.4,5,3,26
325,0,5286d6d6-5bc1-435a-a308-c11eb1b0e75a,ME,100,510,0,1,30,58.8,104,219.5,107,152.3,118,7.1,3,0,17
326,0,e8e3fb03-01fe-4fdf-b4aa-6bb11f9a0e1b,AL,121,408,0,1,35,68.7,95,209.2,69,197.4,42,11.4,4,1,85
327,0,341575a9-6341-4b21-a264-4ba6ee8f983f,GA,143,408,0,1,33,239.2,109,235.5,112,156.3,95,9.5,4,1,145
328,0,8261dd70-4b46-4be1-a777-d6f96765b8df,IA,76,510,0,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0,156
329,0,4306fc19-be2a-4ae5-a6d9-e676f2676d91,AZ,158,510,0,0,0,205.2,97,240.6,77,79.7,108,14.4,12,0,177
330,0,eb12a706-c0c9-45f0-9b37-749e2cbc7c9f,FL,116,510,0,0,0,192.1,98,312.9,135,130.2,94,7.9,2,3,20
331,1,3485fc53-5277-45dc-bd8c-f55ace1e82a4,MT,54,415,0,0,0,272.6,83,248.7,74,197.4,111,9.5,2,1,168
332,1,76dbec74-ff7e-46e5-b217-25e653d3ae67,AL,86,415,0,0,0,128.3,121,197.1,93,138.4,152,12.2,5,7,38
333,0,fdc23a71-83be-40aa-bce1-258d23bbf73d,DE,108,510,0,0,0,169.6,99,264.1,87,206.3,78,9.3,4,0,154
334,0,9a1da5ea-541b-4e94-a0d4-3d8a06a5da02,MT,66,510,0,0,0,201.3,95,152.8,66,233.2,101,7.5,4,1,79
335,0,0278bb17-8eeb-4219-b3a8-170f8b5aaf9f,KY,151,408,0,1,17,214.7,97,138.5,90,169.1,44,8.6,4,1,124
336,0,06549c48-f448-40c1-b61d-f8e47658c99d,SC,99,510,0,0,0,169.2,70,271.5,77,170.2,104,10.6,2,0,13
337,0,81fc27c9-d79d-4253-862e-77aad931527f,WA,55,415,0,0,0,194.1,121,176.6,110,302.8,136,7.0,7,2,157
338,0,cb125cf9-2892-4b0b-bf3f-6e5c8def45b5,OR,77,510,0,0,0,233.8,104,266.5,94,212.7,104,7.6,3,2,194
339,0,74596911-b0e1-4675-bedd-70fbe906b092,AK,78,408,0,0,0,225.1,67,199.2,127,175.5,102,14.6,2,0,149
340,1,ea82c916-6653-4cb7-a3f5-78a09d58a053,GA,89,415,0,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1,50
341,0,3da5821b-bf9b-4da7-9f68-0f037fc54a98,MN,101,415,0,0,0,183.9,115,255.9,101,275.0,145,10.8,11,1,89
342,0,ed916d12-f378-4acf-8594-e40addd621fc,IL,44,415,0,1,34,221.8,105,161.7,85,227.7,62,14.0,7,0,123
343,0,5c5ec67f-2c15-46ea-b098-5e676001df9c,IN,98,408,0,1,21,64.6,98,176.1,86,244.8,84,0.0,0,2,142
344,0,940066ac-0a47-4edf-8511-11d4ceac7533,SC,64,510,0,1,37,154.6,92,83.4,103,165.9,99,13.3,3,1,118
345,0,bfffb116-ee13-4a64-9797-0c7469615159,VA,141,415,0,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3,159
346,0,b4f942f3-2021-4462-b8bf-96c7197c1350,WI,81,415,0,1,33,161.6,117,123.0,90,261.3,101,12.2,5,1,110
347,0,4d5f3b97-1dc9-4895-b84f-55921d6b317e,VT,162,510,0,0,0,220.6,117,155.2,121,186.7,89,10.5,11,1,46
348,0,b1937598-1ec0-497a-99ac-1da7ba5b1010,AZ,83,415,0,1,41,155.9,122,162.3,107,127.6,105,13.1,5,3,75
349,1,171547b3-d769-4f85-997f-fba460fda0d5,FL,100,510,0,0,0,107.0,63,105.7,67,243.1,74,12.8,3,4,109
350,0,c899c513-2133-4de1-8d69-a3fe0e16690c,AK,59,510,0,0,0,182.5,104,204.7,95,229.9,100,11.3,8,4,42
351,0,b63119ec-7f0b-454c-80ea-daadc5dca752,AR,179,415,1,1,38,220.1,78,234.3,71,237.3,85,10.1,4,4,21
352,0,b3817d39-bf55-42b9-9ade-87f0e6ba0d7c,AR,79,408,0,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1,70
353,0,67d8a9fd-4443-485e-8b5f-0dfa03e9ce57,AK,117,415,0,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2,104
354,1,3f5a93a1-bd5a-4a08-9b18-723b5a68785b,MS,64,408,1,0,0,236.2,77,218.6,85,194.1,97,13.2,2,2,156
355,0,f8b3355a-fe64-4fa9-8957-55b3a0b0a950,ME,31,415,0,0,0,166.1,105,79.3,93,213.7,98,12.7,2,1,145
356,0,b5bcfaca-e70d-4fc4-9cda-da2aaed7face,CA,124,408,1,0,0,244.6,89,188.8,80,206.0,114,11.3,4,1,138
357,0,fac7b49a-25b6-487f-8b25-0692550ad641,NM,122,408,0,1,23,134.2,85,227.3,132,122.4,96,8.5,2,2,104
358,0,540ba72b-fce1-4f36-9dac-7467e18eb157,NE,37,408,1,1,39,149.7,122,211.1,75,114.3,90,9.2,4,1,68
359,0,8526d773-e16c-4baa-8e86-6aabebfb2777,SC,90,408,0,1,29,150.1,109,264.7,103,178.4,97,5.8,4,1,143
360,1,6aa6baac-ebb5-45e8-817f-258c9bc145e6,CO,159,408,1,0,0,257.1,53,312.2,127,183.0,82,8.8,6,1,171
361,0,8f49995e-e06f-4612-8e71-25f002489e94,DE,148,415,0,0,0,124.4,83,179.7,81,253.0,99,11.3,6,0,17
362,0,aaf9a15f-6f1c-4308-b075-4a8afade8a08,OH,39,415,0,1,36,141.7,121,232.3,113,222.1,131,12.0,5,1,199
363,0,8a237089-1780-4931-9057-01a567670841,MS,77,408,0,0,0,230.0,87,103.2,138,309.6,136,11.3,3,2,77
364,0,bfa7185a-5152-4597-a305-17f503044edf,OK,194,408,0,0,0,162.3,88,213.7,118,192.1,81,10.9,2,0,71
365,1,768a49a5-a4c2-4430-a985-e0b9a8951dc2,CO,154,415,0,0,0,350.8,75,216.5,94,253.9,100,10.1,9,1,160
366,0,e328e2e4-6bcf-4ea3-95a9-12c9ffe3913e,NC,112,415,0,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4,181
367,0,82997bc7-6b1f-41ee-94ed-a8952d2fc7e1,MD,45,415,0,0,0,78.2,127,253.4,108,255.0,100,18.0,3,1,77
368,0,fdbd9fba-e082-4f95-822a-571af819722c,KS,132,415,0,0,0,83.4,110,232.2,137,146.7,114,7.6,5,1,96
369,0,b9e8b3e6-25eb-4b17-9549-8f6bbd197f1b,MA,128,415,0,0,0,195.6,99,267.8,120,164.9,76,16.0,2,0,187
370,0,8d6bbc3e-ebc8-4eb9-9a39-214f57e0174d,NC,135,415,0,0,0,201.8,81,225.0,114,204.4,82,10.3,6,1,132
371,0,5ff87e5e-874f-4be5-919a-a39c0c60ac40,NM,56,408,0,0,0,197.0,110,222.8,102,225.3,91,10.6,6,2,64
372,1,072b6746-ef3c-46d7-9c8b-6c6118f25707,CA,151,415,1,0,0,218.0,57,114.4,88,269.2,95,12.4,1,0,51
373,0,90d856ff-d20a-46e6-ac85-110846f3796a,NY,32,415,0,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2,61
374,0,3f088a61-5e01-41e5-a020-4f48600af9ac,AZ,90,415,0,0,0,179.2,77,210.7,99,276.9,58,9.2,6,2,135
375,0,5470ee2b-c4a1-447e-925d-a47d45e83542,SD,87,415,0,1,21,214.0,113,180.0,114,134.5,82,10.6,5,0,41
376,0,25950d71-0412-4fd1-a297-f60ace9dc37c,DC,138,415,0,0,0,170.5,87,118.2,116,187.9,111,11.2,7,2,1
377,0,d374dd50-cd01-4af1-b77e-b6acdf60d050,ND,79,408,0,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1,12
378,1,599ee42f-f71d-4437-a7cf-d5ad32995777,MO,95,415,1,0,0,165.5,84,286.2,112,198.9,89,11.5,2,1,71
379,0,309d509a-c6cd-42d4-920f-6c761fd06b56,KS,127,415,0,0,0,221.0,100,160.7,113,233.1,96,6.8,4,2,125
380,0,2fe1038b-12e4-441b-a38f-2fef8a5f2a45,SD,137,510,0,0,0,242.1,118,191.0,93,218.6,50,14.7,2,3,181
381,0,70b2aeba-8ddf-4f65-aa18-9e161083a5c2,OK,97,415,0,0,0,151.6,107,155.4,96,240.0,112,14.7,4,1,96
